word,tbcl_level,cefr,category,zhuyin,pinyin,written_freq_per_million,spoken_freq_per_million
恐怕,4,B1,核心詞,ㄎㄨㄥˇ ㄆㄚˋ,kǒng pà,102,62
口味,4,B1,餐飲、烹飪,ㄎㄡˇ ㄨㄟˋ,kǒu wèi,20,22
口音,4,B1,教育、學習,ㄎㄡˇ ㄧㄣ,kǒu yīn,11,1
口罩,4,B1,身體、醫療,ㄎㄡˇ ㄓㄠˋ,kǒu zhào,3,18
快速,4,B1,核心詞,ㄎㄨㄞˋ ㄙㄨˋ,kuài sù,83,69
寬,4,B1,核心詞,ㄎㄨㄢ,kuān,43,35
拉肚子,4,B1,身體、醫療,ㄌㄚ ㄉㄨˋ ˙ㄗ,lā dù zi,4,6
辣椒,4,B1,餐飲、烹飪,ㄌㄚˋ ㄐㄧㄠ,là jiāo,7,18
來不及,4,B1,核心詞,ㄌㄞˊ ㄅㄨˋ ㄐㄧˊ,lái bù jí,30,37
來得及,4,B1,核心詞,ㄌㄞˊ ˙ㄉㄜ ㄐㄧˊ,lái de jí,10,7
來自,4,B1,核心詞,ㄌㄞˊ ㄗˋ,lái zì,161,178
懶,4,B1,核心詞,ㄌㄢˇ,lǎn,7,4
浪費,4,B1,核心詞,ㄌㄤˋ ㄈㄟˋ,làng fèi,50,107
老公,4,B1,日常起居,ㄌㄠˇ ㄍㄨㄥ,lǎo gōng,13,40
老虎/虎,4,B1,自然環境,ㄌㄠˇ ㄏㄨˇ/ㄏㄨˇ,lǎo hǔ/hǔ,104,31
老婆,4,B1,日常起居,ㄌㄠˇ ㄆㄛˊ,lǎo pó,54,50
老是,4,B1,核心詞,ㄌㄠˇ ㄕˋ,lǎo shì,39,12
老鼠/鼠,4,B1,個人資料,ㄌㄠˇ ㄕㄨˇ/ㄕㄨˇ,lǎo shǔ/shǔ,75,43
理由,4,B1,核心詞,ㄌㄧˇ ㄧㄡˊ,lǐ yóu,124,35
厲害,4,B1,核心詞,ㄌㄧˋ ㄏㄞˋ,lì hài,53,169
聯絡,4,B1,社交、人際,ㄌㄧㄢˊ ㄌㄨㄛˋ,lián luò,31,30
練,4,B1,教育、學習,ㄌㄧㄢˋ,liàn,48,62
亮,4,B1,核心詞,ㄌㄧㄤˋ,liàng,49,61
量1,4,B1,核心詞,ㄌㄧㄤˋ,liàng,34,167
領,4,B1,核心詞,ㄌㄧㄥˇ,lǐng,50,44
溜冰,4,B1,休閒、娛樂,ㄌㄧㄡ ㄅㄧㄥ,liū bīng,2,1
流利,4,B1,教育、學習,ㄌㄧㄡˊ ㄌㄧˋ,liú lì,8,4
留學,4,B1,教育、學習,ㄌㄧㄡˊ ㄒㄩㄝˊ,liú xué,18,7
留言,4,B1,社交、人際,ㄌㄧㄡˊ ㄧㄢˊ,liú yán,9,5
龍,4,B1,個人資料,ㄌㄨㄥˊ,lóng,68,28
路線,4,B1,核心詞,ㄌㄨˋ ㄒㄧㄢˋ,lù xiàn,35,37
旅遊,4,B1,交通、旅遊,ㄌㄩˇ ㄧㄡˊ,lǚ yóu,29,52
律師,4,B1,安全,ㄌㄩˋ ㄕ,lǜ shī,58,7
罵,4,B1,核心詞,ㄇㄚˋ,mà,64,83
買賣,4,B1,職業,ㄇㄞˇ ㄇㄞˋ,mǎi mài,18,10
滿意,4,B1,核心詞,ㄇㄢˇ ㄧˋ,mǎn yì,71,22
滿足,4,B1,核心詞,ㄇㄢˇ ㄗㄨˊ,mǎn zú,111,47
慢用,4,B1,核心詞,ㄇㄢˋ ㄩㄥˋ,màn yòng,1,0
毛筆,4,B1,休閒、娛樂,ㄇㄠˊ ㄅㄧˇ,máo bǐ,5,3
沒(有)用,4,B1,核心詞,ㄇㄟˊ (ㄧㄡˇ) ㄩㄥˋ,méi (yǒu) yòng,0,0
媒體,4,B1,休閒、娛樂,ㄇㄟˊ ㄊㄧˇ,méi tǐ,94,108
美金,4,B1,公共服務,ㄇㄟˇ ㄐㄧㄣ,měi jīn,16,35
美食,4,B1,餐飲、烹飪,ㄇㄟˇ ㄕˊ,měi shí,11,24
美元,4,B1,公共服務,ㄇㄟˇ ㄩㄢˊ,měi yuán,121,54
美洲,4,B1,,ㄇㄟˇ ㄓㄡ,měi zhōu,11,5
悶熱,4,B1,交通、旅遊,ㄇㄣ ㄖㄜˋ,mēn rè,5,5
夢想,4,B1,核心詞,ㄇㄥˋ ㄒㄧㄤˇ,mèng xiǎng,61,126
迷路,4,B1,核心詞,ㄇㄧˊ ㄌㄨˋ,mí lù,8,7
密碼,4,B1,公共服務,ㄇㄧˋ ㄇㄚˇ,mì mǎ,17,21
免費,4,B1,購物、商店,ㄇㄧㄢˇ ㄈㄟˋ,miǎn fèi,26,38
面前,4,B1,核心詞,ㄇㄧㄢˋ ㄑㄧㄢˊ,miàn qián,125,29
面試,4,B1,職業,ㄇㄧㄢˋ ㄕˋ,miàn shì,10,1
秒,4,B1,核心詞,ㄇㄧㄠˇ,miǎo,62,51
民主,4,B1,社會,ㄇㄧㄣˊ ㄓㄨˇ,mín zhǔ,60,64
明白,4,B1,核心詞,ㄇㄧㄥˊ ㄅㄞˊ,míng bái,198,32
名詞,4,B1,教育、學習,ㄇㄧㄥˊ ㄘˊ,míng cí,30,18
名片,4,B1,社交、人際,ㄇㄧㄥˊ ㄆㄧㄢˋ,míng piàn,22,6
摸,4,B1,核心詞,ㄇㄛ,mō,52,47
目標,4,B1,核心詞,ㄇㄨˋ ㄅㄧㄠ,mù biāo,231,118
目前,4,B1,核心詞,ㄇㄨˋ ㄑㄧㄢˊ,mù qián,184,377
拿出,4,B1,核心詞,ㄋㄚˊ ㄔㄨ,ná chū,60,19
奶油,4,B1,餐飲、烹飪,ㄋㄞˇ ㄧㄡˊ,nǎi yóu,13,9
男性,4,B1,個人資料,ㄋㄢˊ ㄒㄧㄥˋ,nán xìng,77,21
腦子/腦,4,B1,身體、醫療,ㄋㄠˇ ˙ㄗ/ㄋㄠˇ,nǎo zi/nǎo,152,64
內容,4,B1,休閒、娛樂,ㄋㄟˋ ㄖㄨㄥˊ,nèi róng,182,73
年齡,4,B1,個人資料,ㄋㄧㄢˊ ㄌㄧㄥˊ,nián líng,76,43
牛仔褲,4,B1,購物、商店,ㄋㄧㄡˊ ㄗㄞˇ ㄎㄨˋ,niú zǎi kù,7,3
濃,4,B1,核心詞,ㄋㄨㄥˊ,nóng,27,22
農曆,4,B1,個人資料,ㄋㄨㄥˊ ㄌㄧˋ,nóng lì,8,18
暖氣,4,B1,日常起居,ㄋㄨㄢˇ ㄑㄧˋ,nuǎn qì,4,4
女性,4,B1,個人資料,ㄋㄩˇ ㄒㄧㄥˋ,nǚ xìng,162,80
噢,4,B1,核心詞,˙ㄛ,o,80,19
喔,4,B1,核心詞,ㄛ,ō,79,1304
哦,4,B1,核心詞,ㄛˊ,ó,65,105
歐元,4,B1,公共服務,ㄡ ㄩㄢˊ,ōu yuán,1,4
歐洲,4,B1,,ㄡ ㄓㄡ,ōu zhōu,94,81
排,4,B1,核心詞,ㄆㄞˊ,pái,68,90
牌子/牌,4,B1,購物、商店,ㄆㄞˊ ˙ㄗ/ㄆㄞˊ,pái zi/pái,46,29
派,4,B1,職業,ㄆㄞˋ,pài,158,62
胖子,4,B1,身體、醫療,ㄆㄤˋ ˙ㄗ,pàng zi,9,4
碰,4,B1,核心詞,ㄆㄥˋ,pèng,43,32
碰到,4,B1,核心詞,ㄆㄥˋ ㄉㄠˋ,pèng dào,73,109
碰見,4,B1,核心詞,ㄆㄥˋ ㄐㄧㄢˋ,pèng jiàn,7,0
皮,4,B1,餐飲、烹飪,ㄆㄧˊ,pí,51,61
皮膚,4,B1,身體、醫療,ㄆㄧˊ ㄈㄨ,pí fū,64,46
篇,4,B1,核心詞,ㄆㄧㄢ,piān,174,48
騙,4,B1,安全,ㄆㄧㄢˋ,piàn,31,34
品質,4,B1,購物、商店,ㄆㄧㄣˇ ㄓˊ,pǐn zhí,85,117
平安,4,B1,安全,ㄆㄧㄥˊ ㄢ,píng ān,25,48
平板電腦,4,B1,科技,ㄆㄧㄥˊ ㄅㄢˇ ㄉㄧㄢˋ ㄋㄠˇ,píng bǎn diàn nǎo,0,0
平等,4,B1,社會,ㄆㄧㄥˊ ㄉㄥˇ,píng děng,33,29
平均,4,B1,核心詞,ㄆㄧㄥˊ ㄐㄩㄣ,píng jūn,56,134
平日,4,B1,核心詞,ㄆㄧㄥˊ ㄖˋ,píng rì,25,13
平時,4,B1,核心詞,ㄆㄧㄥˊ ㄕˊ,píng shí,36,24
破壞,4,B1,核心詞,ㄆㄛˋ ㄏㄨㄞˋ,pò huài,71,116
普遍,4,B1,核心詞,ㄆㄨˇ ㄅㄧㄢˋ,pǔ biàn,57,44
普通,4,B1,核心詞,ㄆㄨˇ ㄊㄨㄥ,pǔ tōng,48,28
起飛,4,B1,交通、旅遊,ㄑㄧˇ ㄈㄟ,qǐ fēi,12,5
氣候,4,B1,交通、旅遊,ㄑㄧˋ ㄏㄡˋ,qì hòu,27,261
氣溫,4,B1,交通、旅遊,ㄑㄧˋ ㄨㄣ,qì wēn,12,47
鉛筆,4,B1,購物、商店,ㄑㄧㄢ ㄅㄧˇ,qiān bǐ,12,13
簽名,4,B1,教育、學習,ㄑㄧㄢ ㄇㄧㄥˊ,qiān míng,15,12
槍,4,B1,安全,ㄑㄧㄤ,qiāng,53,21
強1,4,B1,核心詞,ㄑㄧㄤˊ,qiáng,141,158
搶,4,B1,安全,ㄑㄧㄤˇ,qiǎng,39,30
橋,4,B1,交通、旅遊,ㄑㄧㄠˊ,qiáo,49,70
切,4,B1,餐飲、烹飪,ㄑㄧㄝ,qiē,21,48
親戚,4,B1,個人資料,ㄑㄧㄣ ㄑㄧ,qīn qī,37,30
親切,4,B1,社交、人際,ㄑㄧㄣ ㄑㄧㄝˋ,qīn qiè,31,15
青少年,4,B1,社會,ㄑㄧㄥ ㄕㄠˋ ㄋㄧㄢˊ,qīng shào nián,74,26
情況,4,B1,核心詞,ㄑㄧㄥˊ ㄎㄨㄤˋ,qíng kuàng,340,241
請假,4,B1,職業,ㄑㄧㄥˇ ㄐㄧㄚˋ,qǐng jià,6,9
慶祝,4,B1,社交、人際,ㄑㄧㄥˋ ㄓㄨˋ,qìng zhù,18,31
窮,4,B1,核心詞,ㄑㄩㄥˊ,qióng,43,28
球隊,4,B1,休閒、娛樂,ㄑㄧㄡˊ ㄉㄨㄟˋ,qiú duì,24,4
球賽,4,B1,休閒、娛樂,ㄑㄧㄡˊ ㄙㄞˋ,qiú sài,9,1
區,4,B1,日常起居,ㄑㄩ,qū,18,82
全家,4,B1,個人資料,ㄑㄩㄢˊ ㄐㄧㄚ,quán jiā,16,25
權利,4,B1,社會,ㄑㄩㄢˊ ㄌㄧˋ,quán lì,41,27
全球,4,B1,核心詞,ㄑㄩㄢˊ ㄑㄧㄡˊ,quán qiú,91,441
全身,4,B1,身體、醫療,ㄑㄩㄢˊ ㄕㄣ,quán shēn,16,7
卻,4,B1,核心詞,ㄑㄩㄝˋ,què,1310,602
確定,4,B1,核心詞,ㄑㄩㄝˋ ㄉㄧㄥˋ,què dìng,158,79
群/羣,4,B1,核心詞,ㄑㄩㄣˊ,qún,173,197
熱門,4,B1,購物、商店,ㄖㄜˋ ㄇㄣˊ,rè mén,12,15
熱情,4,B1,社交、人際,ㄖㄜˋ ㄑㄧㄥˊ,rè qíng,78,67
熱心,4,B1,核心詞,ㄖㄜˋ ㄒㄧㄣ,rè xīn,19,20
人才,4,B1,職業,ㄖㄣˊ ㄘㄞˊ,rén cái,72,12
人口,4,B1,交通、旅遊,ㄖㄣˊ ㄎㄡˇ,rén kǒu,66,148
人數,4,B1,交通、旅遊,ㄖㄣˊ ㄕㄨˋ,rén shù,45,73
人行道,4,B1,交通、旅遊,ㄖㄣˊ ㄒㄧㄥˊ ㄉㄠˋ,rén xíng dào,11,3
仍然/仍,4,B1,核心詞,ㄖㄥˊ ㄖㄢˊ/ㄖㄥˊ,réng rán/réng,522,141
日期,4,B1,核心詞,ㄖˋ ㄑㄧˊ,rì qí,22,9
日圓,4,B1,公共服務,ㄖˋ ㄩㄢˊ,rì yuán,16,3
肉鬆,4,B1,,ㄖㄡˋ ㄙㄨㄥ,ròu sōng,1,1
軟,4,B1,核心詞,ㄖㄨㄢˇ,ruǎn,31,40
塞車,4,B1,交通、旅遊,ㄙㄞ ㄔㄜ,sāi chē,3,4
掃,4,B1,日常起居,ㄙㄠˇ,sǎo,16,35
掃地,4,B1,日常起居,ㄙㄠˇ ㄉㄧˋ,sǎo dì,6,10
森林,4,B1,交通、旅遊,ㄙㄣ ㄌㄧㄣˊ,sēn lín,56,114
殺,4,B1,安全,ㄕㄚ,shā,217,56
傷,4,B1,身體、醫療,ㄕㄤ,shāng,47,46
商量,4,B1,核心詞,ㄕㄤ ㄌㄧㄤˊ,shāng liáng,30,10
上班族,4,B1,職業,ㄕㄤˋ ㄅㄢ ㄗㄨˊ,shàng bān zú,10,13
燒,4,B1,核心詞,ㄕㄠ,shāo,63,88
少數,4,B1,核心詞,ㄕㄠˇ ㄕㄨˋ,shǎo shù,67,41
設備,4,B1,日常起居,ㄕㄜˋ ㄅㄟˋ,shè bèi,53,50
申請,4,B1,核心詞,ㄕㄣ ㄑㄧㄥˇ,shēn qǐng,34,38
神,4,B1,文化,ㄕㄣˊ,shén,173,69
生,4,B1,個人資料,ㄕㄥ,shēng,235,236
生詞,4,B1,教育、學習,ㄕㄥ ㄘˊ,shēng cí,1,0
聲調,4,B1,教育、學習,ㄕㄥ ㄉㄧㄠˋ,shēng diào,9,1
省,4,B1,核心詞,ㄕㄥˇ,shěng,57,114
剩,4,B1,核心詞,ㄕㄥˋ,shèng,33,40
剩下,4,B1,核心詞,ㄕㄥˋ ㄒㄧㄚˋ,shèng xià,65,93
失敗,4,B1,教育、學習,ㄕ ㄅㄞˋ,shī bài,139,57
溼度/濕度,4,B1,自然環境,ㄕ ㄉㄨˋ,shī dù,6,23
時常,4,B1,核心詞,ㄕˊ ㄔㄤˊ,shí cháng,33,22
十分,4,B1,核心詞,ㄕˊ ㄈㄣ,shí fēn,234,59
石頭/石,4,B1,交通、旅遊,ㄕˊ ˙ㄊㄡ/ㄕˊ,shí tou/shí,130,147
使用,4,B1,核心詞,ㄕˇ ㄩㄥˋ,shǐ yòng,371,387
世紀,4,B1,核心詞,ㄕˋ ㄐㄧˋ,shì jì,47,62
事實,4,B1,核心詞,ㄕˋ ㄕˊ,shì shí,317,249
收入,4,B1,職業,ㄕㄡ ㄖㄨˋ,shōu rù,50,90
首都,4,B1,核心詞,ㄕㄡˇ ㄉㄨ,shǒu dū,35,65
首先,4,B1,核心詞,ㄕㄡˇ ㄒㄧㄢ,shǒu xiān,112,141
手指頭/手指/指頭,4,B1,身體、醫療,ㄕㄡˇ ㄓˇ ˙ㄊㄡ/ㄕㄡˇ ㄓˇ/ㄓˇ ˙ㄊㄡ,shǒu zhǐ tou/shǒu zhǐ/zhǐ tou,82,25
受,4,B1,核心詞,ㄕㄡˋ,shòu,424,251
受不了,4,B1,核心詞,ㄕㄡˋ ㄅㄨˋ ㄌㄧㄠˇ,shòu bù liǎo,28,25
受到,4,B1,核心詞,ㄕㄡˋ ㄉㄠˋ,shòu dào,253,265
受傷,4,B1,身體、醫療,ㄕㄡˋ ㄕㄤ,shòu shāng,56,80
輸,4,B1,休閒、娛樂,ㄕㄨ,shū,36,37
蔬菜,4,B1,餐飲、烹飪,ㄕㄨ ㄘㄞˋ,shū cài,23,148
數量,4,B1,購物、商店,ㄕㄨˋ ㄌㄧㄤˋ,shù liàng,49,76
樹木,4,B1,核心詞,ㄕㄨˋ ㄇㄨˋ,shù mù,23,43
數字,4,B1,科技,ㄕㄨˋ ㄗˋ,shù zì,81,54
水準,4,B1,休閒、娛樂,ㄕㄨㄟˇ ㄓㄨㄣˇ,shuǐ zhǔn,41,16
順便,4,B1,核心詞,ㄕㄨㄣˋ ㄅㄧㄢˋ,shùn biàn,23,30
順利,4,B1,核心詞,ㄕㄨㄣˋ ㄌㄧˋ,shùn lì,70,72
說出,4,B1,核心詞,ㄕㄨㄛ ㄔㄨ,shuō chū,73,16
說法,4,B1,核心詞,ㄕㄨㄛ ㄈㄚˇ,shuō fǎ,116,45
說明,4,B1,核心詞,ㄕㄨㄛ ㄇㄧㄥˊ,shuō míng,183,76
鬆,4,B1,核心詞,ㄙㄨㄥ,sōng,28,30
塑膠,4,B1,購物、商店,ㄙㄨˋ ㄐㄧㄠ,sù jiāo,21,96
素食,4,B1,餐飲、烹飪,ㄙㄨˋ ㄕˊ,sù shí,6,57
隨便,4,B1,核心詞,ㄙㄨㄟˊ ㄅㄧㄢˋ,suí biàn,42,55
隨身碟,4,B1,科技,ㄙㄨㄟˊ ㄕㄣ ㄉㄧㄝˊ,suí shēn dié,0,0
隨時,4,B1,核心詞,ㄙㄨㄟˊ ㄕˊ,suí shí,90,66
牠,4,B1,核心詞,ㄊㄚ,tā,343,659
態度,4,B1,核心詞,ㄊㄞˋ ㄉㄨˋ,tài dù,232,124
攤子,4,B1,購物、商店,ㄊㄢ ˙ㄗ,tān zi,5,3
躺,4,B1,核心詞,ㄊㄤˇ,tǎng,82,30
趟,4,B1,交通、旅遊,ㄊㄤˋ,tàng,50,72
燙,4,B1,餐飲、烹飪,ㄊㄤˋ,tàng,12,36
討厭,4,B1,核心詞,ㄊㄠˇ ㄧㄢˋ,tǎo yàn,56,30
特色,4,B1,核心詞,ㄊㄜˋ ㄙㄜˋ,tè sè,52,73
疼痛,4,B1,身體、醫療,ㄊㄥˊ ㄊㄨㄥˋ,téng tòng,63,17
提到,4,B1,核心詞,ㄊㄧˊ ㄉㄠˋ,tí dào,129,167
提醒,4,B1,核心詞,ㄊㄧˊ ㄒㄧㄥˇ,tí xǐng,89,102
體力,4,B1,身體、醫療,ㄊㄧˇ ㄌㄧˋ,tǐ lì,31,39
填,4,B1,核心詞,ㄊㄧㄢˊ,tián,16,16
挑1,4,B1,核心詞,ㄊㄧㄠ,tiāo,45,64
條件,4,B1,核心詞,ㄊㄧㄠˊ ㄐㄧㄢˋ,tiáo jiàn,135,114
貼,4,B1,核心詞,ㄊㄧㄝ,tiē,46,48
鐵路,4,B1,交通、旅遊,ㄊㄧㄝˇ ㄌㄨˋ,tiě lù,28,42
停止,4,B1,身體、醫療,ㄊㄧㄥˊ ㄓˇ,tíng zhǐ,99,62
通常,4,B1,核心詞,ㄊㄨㄥ ㄔㄤˊ,tōng cháng,224,190
通過,4,B1,核心詞,ㄊㄨㄥ ㄍㄨㄛˋ,tōng guò,96,93
通知,4,B1,核心詞,ㄊㄨㄥ ㄓ,tōng zhī,33,19
同事,4,B1,職業,ㄊㄨㄥˊ ㄕˋ,tóng shì,82,34
痛苦,4,B1,情緒、態度,ㄊㄨㄥˋ ㄎㄨˇ,tòng kǔ,152,72
投,4,B1,核心詞,ㄊㄡˊ,tóu,23,17
突然,4,B1,核心詞,ㄊㄨˊ ㄖㄢˊ,tú rán,277,117
土,4,B1,核心詞,ㄊㄨˇ,tǔ,39,125
土地,4,B1,社會,ㄊㄨˇ ㄉㄧˋ,tǔ dì,106,331
團體,4,B1,社會,ㄊㄨㄢˊ ㄊㄧˇ,tuán tǐ,111,120
推,4,B1,核心詞,ㄊㄨㄟ,tuī,58,64
推薦,4,B1,教育、學習,ㄊㄨㄟ ㄐㄧㄢˋ,tuī jiàn,52,16
退步,4,B1,教育、學習,ㄊㄨㄟˋ ㄅㄨˋ,tuì bù,5,5
退休,4,B1,職業,ㄊㄨㄟˋ ㄒㄧㄡ,tuì xiū,72,81
瓦斯,4,B1,日常起居,ㄨㄚˇ ㄙ,wǎ sī,6,17
外語,4,B1,個人資料,ㄨㄞˋ ㄩˇ,wài yǔ,6,3
玩具,4,B1,核心詞,ㄨㄢˊ ㄐㄩˋ,wán jù,46,64
網,4,B1,核心詞,ㄨㄤˇ,wǎng,61,54
網友,4,B1,休閒、娛樂,ㄨㄤˇ ㄧㄡˇ,wǎng yǒu,5,10
偉大,4,B1,文化,ㄨㄟˇ ㄉㄚˋ,wěi dà,76,38
未來,4,B1,核心詞,ㄨㄟˋ ㄌㄞˊ,wèi lái,217,292
溫度,4,B1,核心詞,ㄨㄣ ㄉㄨˋ,wēn dù,33,230
溫暖,4,B1,交通、旅遊,ㄨㄣ ㄋㄨㄢˇ,wēn nuǎn,54,95
文具,4,B1,日常起居,ㄨㄣˊ ㄐㄩˋ,wén jù,4,6
文章/文,4,B1,教育、學習,ㄨㄣˊ ㄓㄤ/ㄨㄣˊ,wén zhāng/wén,209,94
文字,4,B1,教育、學習,ㄨㄣˊ ㄗˋ,wén zì,114,57
問好,4,B1,社交、人際,ㄨㄣˋ ㄏㄠˇ,wèn hǎo,3,1
屋頂,4,B1,日常起居,ㄨ ㄉㄧㄥˇ,wū dǐng,26,50
無論,4,B1,核心詞,ㄨˊ ㄌㄨㄣˋ,wú lùn,151,34
舞台/舞臺,4,B1,休閒、娛樂,ㄨˇ ㄊㄞˊ,wǔ tái,52,67
吸引,4,B1,情緒、態度,ㄒㄧ ㄧㄣˇ,xī yǐn,82,77
喜愛,4,B1,核心詞,ㄒㄧˇ ㄞˋ,xǐ ài,48,19
細,4,B1,核心詞,ㄒㄧˋ,xì,36,41
系,4,B1,教育、學習,ㄒㄧˋ,xì,17,14
蝦子/蝦,4,B1,餐飲、烹飪,ㄒㄧㄚ ˙ㄗ/ㄒㄧㄚ,xiā zi/xiā,21,15
嚇,4,B1,核心詞,ㄒㄧㄚˋ,xià,67,42
線,4,B1,交通、旅遊,ㄒㄧㄢˋ,xiàn,66,92
現金,4,B1,購物、商店,ㄒㄧㄢˋ ㄐㄧㄣ,xiàn jīn,17,7
相反,4,B1,核心詞,ㄒㄧㄤ ㄈㄢˇ,xiāng fǎn,71,20
香水,4,B1,日常起居,ㄒㄧㄤ ㄕㄨㄟˇ,xiāng shuǐ,7,3
相同,4,B1,核心詞,ㄒㄧㄤ ㄊㄨㄥˊ,xiāng tóng,119,47
香菸/菸,4,B1,日常起居,ㄒㄧㄤ ㄧㄢ/ㄧㄢ,xiāng yān/yān,27,12
想念,4,B1,核心詞,ㄒㄧㄤˇ ㄋㄧㄢˋ,xiǎng niàn,18,11
想起,4,B1,核心詞,ㄒㄧㄤˇ ㄑㄧˇ,xiǎng qǐ,106,18
享受,4,B1,休閒、娛樂,ㄒㄧㄤˇ ㄕㄡˋ,xiǎng shòu,89,78
想像,4,B1,核心詞,ㄒㄧㄤˇ ㄒㄧㄤˋ,xiǎng xiàng,181,132
巷,4,B1,日常起居,ㄒㄧㄤˋ,xiàng,9,4
巷口,4,B1,日常起居,ㄒㄧㄤˋ ㄎㄡˇ,xiàng kǒu,3,1
巷子,4,B1,日常起居,ㄒㄧㄤˋ ˙ㄗ,xiàng zi,8,4
消夜/宵夜,4,B1,核心詞,ㄒㄧㄠ ㄧㄝˋ,xiāo yè,2,3
小說,4,B1,休閒、娛樂,ㄒㄧㄠˇ ㄕㄨㄛ,xiǎo shuō,188,22
小偷,4,B1,安全,ㄒㄧㄠˇ ㄊㄡ,xiǎo tōu,11,4
校長,4,B1,教育、學習,ㄒㄧㄠˋ ㄓㄤˇ,xiào zhǎng,52,69
血,4,B1,核心詞,ㄒㄧㄝˇ,xiě,80,34
新郎,4,B1,社交、人際,ㄒㄧㄣ ㄌㄤˊ,xīn láng,7,2
新娘,4,B1,社交、人際,ㄒㄧㄣ ㄋㄧㄤˊ,xīn niáng,19,12
薪水,4,B1,職業,ㄒㄧㄣ ㄕㄨㄟˇ,xīn shuǐ,24,28
新台幣/新臺幣/台幣/臺幣,4,B1,公共服務,ㄒㄧㄣ ㄊㄞˊ ㄅㄧˋ/ㄊㄞˊ ㄅㄧˋ,xīn tái bì/tái bì,14,66
信心,4,B1,核心詞,ㄒㄧㄣˋ ㄒㄧㄣ,xìn xīn,80,63
興奮,4,B1,核心詞,ㄒㄧㄥ ㄈㄣˋ,xīng fèn,86,29
醒,4,B1,日常起居,ㄒㄧㄥˇ,xǐng,30,12
幸運,4,B1,核心詞,ㄒㄧㄥˋ ㄩㄣˋ,xìng yùn,42,42
修,4,B1,購物、商店,ㄒㄧㄡ,xiū,50,74
修理,4,B1,日常起居,ㄒㄧㄡ ㄌㄧˇ,xiū lǐ,15,21
休閒,4,B1,休閒、娛樂,ㄒㄧㄡ ㄒㄧㄢˊ,xiū xián,22,20
學費,4,B1,教育、學習,ㄒㄩㄝˊ ㄈㄟˋ,xué fèi,10,20
訓練,4,B1,職業,ㄒㄩㄣˋ ㄌㄧㄢˋ,xùn liàn,200,119
壓力,4,B1,核心詞,ㄧㄚ ㄌㄧˋ,yā lì,180,188
牙齒/牙,4,B1,身體、醫療,ㄧㄚˊ ㄔˇ/ㄧㄚˊ,yá chǐ/yá,57,68
亞洲,4,B1,,ㄧㄚˋㄓㄡ,yà zhōu,52,39
煙火,4,B1,核心詞,ㄧㄢ ㄏㄨㄛˇ,yān huǒ,5,3
嚴格/嚴,4,B1,核心詞,ㄧㄢˊ ㄍㄜˊ/ㄧㄢˊ,yán gé/yán,70,61
研究所,4,B1,教育、學習,ㄧㄢˊ ㄐㄧㄡˋ ㄙㄨㄛˇ,yán jiù suǒ,52,26
演講,4,B1,教育、學習,ㄧㄢˇ ㄐㄧㄤˇ,yǎn jiǎng,63,41
眼淚/淚,4,B1,身體、醫療,ㄧㄢˇ ㄌㄟˋ/ㄌㄟˋ,yǎn lèi/lèi,77,44
演員,4,B1,休閒、娛樂,ㄧㄢˇ ㄩㄢˊ,yǎn yuán,41,21
羊,4,B1,個人資料,ㄧㄤˊ,yáng,61,41
養,4,B1,休閒、娛樂,ㄧㄤˇ,yǎng,75,170
邀請,4,B1,社交、人際,ㄧㄠ ㄑㄧㄥˇ,yāo qǐng,58,61
咬,4,B1,核心詞,ㄧㄠˇ,yǎo,46,43
要不然,4,B1,核心詞,ㄧㄠˋ ㄅㄨˋ ㄖㄢˊ,yào bù rán,12,52
要緊,4,B1,核心詞,ㄧㄠˋ ㄐㄧㄣˇ,yào jǐn,18,6
頁,4,B1,核心詞,ㄧㄝˋ,yè,156,29
葉子/葉,4,B1,核心詞,ㄧㄝˋ ˙ㄗ/ㄧㄝˋ,yè zi/yè,90,166
移民,4,B1,個人資料,ㄧˊ ㄇㄧㄣˊ,yí mín,25,82
一邊,4,B1,核心詞,ㄧˋ ㄅㄧㄢ,yì biān,137,65
藝術,4,B1,休閒、娛樂,ㄧˋ ㄕㄨˋ,yì shù,212,110
一同,4,B1,核心詞,ㄧˋ ㄊㄨㄥˊ,yì tóng,36,19
意外,4,B1,安全,ㄧˋ ㄨㄞˋ,yì wài,91,80
飲食,4,B1,餐飲、烹飪,ㄧㄣˇ ㄕˊ,yǐn shí,70,103
英雄,4,B1,教育、學習,ㄧㄥ ㄒㄩㄥˊ,yīng xióng,90,28
贏,4,B1,休閒、娛樂,ㄧㄥˊ,yíng,45,36
影片,4,B1,休閒、娛樂,ㄧㄥˇ ㄆㄧㄢˋ,yǐng piàn,61,95
影印,4,B1,教育、學習,ㄧㄥˇ ㄧㄣˋ,yǐng yìn,6,2
硬,4,B1,核心詞,ㄧㄥˋ,yìng,72,53
勇敢,4,B1,情緒、態度,ㄩㄥˇ ㄍㄢˇ,yǒng gǎn,42,48
永遠,4,B1,核心詞,ㄩㄥˇ ㄩㄢˇ,yǒng yuǎn,190,115
用處,4,B1,核心詞,ㄩㄥˋ ㄔㄨˋ,yòng chù,13,5
用力,4,B1,身體、醫療,ㄩㄥˋ ㄌㄧˋ,yòng lì,50,28
用心,4,B1,核心詞,ㄩㄥˋ ㄒㄧㄣ,yòng xīn,34,102
